No.:Package:StarlingX Package:Yocto Package:Yocto Package Version:meta-starlingX:Version:Arm Support:Comments
1:acl:acl-2.2.51-14.el7.x86_64.rpm:acl:2.2.52:acl:2.2.52-r0::
2:acpid:acpid-2.0.19-9.el7.x86_64.rpm:acpid:2.0.30:acpid:2.0.30-r0::
3:alsa-lib:alsa-lib-1.1.6-2.el7.x86_64.rpm:alsa-lib:1.1.6:stx-none:stx-none::
4:ansible:ansible-2.7.5-1.el7.ans.noarch.rpm:python-ansible:2.3.1.0:stx-none:stx-none::
5:apr:apr-1.4.8-3.el7_4.1.x86_64.rpm:apr:1.6.3:stx-none:stx-none::
6:apr-util:apr-util-1.5.2-6.el7.x86_64.rpm:apr-util:1.6.1:stx-none:stx-none::
7:attr:attr-2.4.46-13.el7.x86_64.rpm:attr:2.4.47:attr:2.4.47-r0::
8:audit:audit-2.8.4-4.el7.x86_64.rpm,audit-config-1.0-0.tis.noarch.rpm,audit-libs-2.8.4-4.el7.x86_64.rpm,audit-libs-python-2.8.4-4.el7.x86_64.rpm:audit:2.8.4:audit:2.8.4-r0::
9:augeas-libs:augeas-libs-1.4.0-6.el7.x86_64.rpm:augeas:1.10.1:stx-none:stx-none::
10:authconfig:authconfig-6.2.8-30.el7.x86_64.rpm:none::stx-none:stx-none::
11:autogen-libopts:autogen-libopts-5.18-5.el7.x86_64.rpm:none::stx-none:stx-none::
12:avahi-libs:avahi-libs-0.6.31-19.el7.x86_64.rpm:avahi:0.7:stx-none:stx-none::
13:basesystem:basesystem-10.0-7.el7.centos.noarch.rpm:none::stx-none:stx-none:No:
14:bash:bash-4.2.46-31.el7.tis.4.x86_64.rpm:bash:4.4.18:bash:4.4.18-r0::
15:bash-completion:bash-completion-2.1-6.el7.noarch.rpm:bash-completion:2.8:bash-completion:2.8-r0::
16:bc:bc-1.06.95-13.el7.x86_64.rpm:bc:1.07.1:bc:1.07.1-r0::
17:bind:bind-libs-9.9.4-72.el7.x86_64.rpm,bind-libs-lite-9.9.4-72.el7.x86_64.rpm,bind-license-9.9.4-72.el7.noarch.rpm,bind-utils-9.9.4-72.el7.x86_64.rpm:bind:9.11.4:stx-none:stx-none::
18:binutils:binutils-2.27-34.base.el7.x86_64.rpm:binutils:2.31:binutils:2.31.1-r0::
